,Unnamed: 0,content,sentiment
3625,3625,"First, the pick-up and drop-off was not good. I called back and forth and couldn't contact the pick-up driver. I had to wander around to find him, and it didn't look like he had arrived early enough to wait. <br>Second, after getting off the bus, you look for the hotel and you don’t come out to pick him up. They just call you and let you find it by yourself. The specific location is not specified. If you can’t find it, you can’t get through the call. <br>Third, check into a hotel. There are so many vacancies. It’s quiet and not close to the street. We don’t have to arrange a hotel. We’ll arrange a hotel close to the street. Even at 12 o’clock in the night, it’s still very lively outside. <br>Fourth, on the morning of the first day, the upstairs was decorated as if it was being renovated. People were drilling and hammering on it all the time. It was very noisy. I asked the hotel to take care of it. I don’t know if it was taken care of, but the drilling and hammering was still the same. By around 8 o'clock in the evening, the decoration was still the same, and it was so noisy that I couldn't sleep. I had to complain to the tour guide, which was later dealt with, and everything became quiet again. <br>Fifth, there was no need to send me off to the airport. I contacted the tour guide and the hotel also knew about it. The hotel still knocked on the door at 4 a.m. to remind me to get up and say that the driver was waiting. I said that I had already said that I would go to the airport by myself and that I didn’t need to bother, but the hotel still knocked on the door three times and made me angry at 4 am.",Negative
3626,3626,"Let's talk about the accommodation first. The toilet leaked badly. I told the cleaning lady in the morning that the floor was mopped but was not tidied at all. When I got to the room at night, the water leaked to the door of the room and slipped. The inn staff were quite good. Let’s talk about the last day we went back. The driver who took us to the airport, our 6.55 flight, was waiting for us 500 meters away from the inn at 5:10 in the morning because it was still dark and there were many manhole covers on the road to the inn. , it was raining, we were 1 minute late, just 1 minute, but we were scolded by the driver for 5 minutes. How uncomfortable were we two girls at that time? The other two tourists in the car didn't say anything, but they were scolded by the driver. scold. If we keep playing with our mobile phones after driving and don’t turn on the fog lights in heavy fog, are we taking our lives as a joke? It was a very bad trip. I will never order online again. I don’t know where those good reviews come from! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",Negative
3627,3627,"The overall feeling of this itinerary was very bad~ First of all, the flight time was too poor. The 4-day trip only really lasted 2 days. The service on the same trip was not good either. We were not given contact information for airport pick-up and local guides. We had to ask them the night before departure and they would not contact us proactively. The environment near the hotel I stayed in was too bad, and the room had a musty smell. The tour guide and transportation are okay. I hope Tongcheng’s service can be improved.",Negative
3628,3628,"I was really confused and thought that it was nearly 2,000 yuan more expensive than others. The place where I should stay must be much better than others. But it turned out that the room in a small inn was as cheap as the small hotel here. I was so disappointed. This was my first time booking a same trip. The last time I go to Xiamen, where can I use 4700? Why is mine so expensive? It only costs more than 2000 for two people from Shanghai. But the tour guide is very good, otherwise I will collapse.",Negative
3629,3629,"The overall feeling of this itinerary was very bad~ First of all, the flight time was too poor. The 4-day trip only really lasted 2 days. The service on the same trip was not good either. We were not given contact information for airport pick-up and local guides. We had to ask them the night before departure and they would not contact us proactively. The environment near the hotel I stayed in was too bad, and the room had a musty smell. The tour guide and transportation are okay. I hope Tongcheng’s service can be improved.",Negative
3630,3630,"It was so drunk that it was super broken. Even if the flight was delayed for two hours, the toilet faucet was still broken. The road was really bumpy and muddy. With such a thin body, I was really afraid of falling into the potholes. They were full of mosquitoes and my snow-white thighs were bitten. My mother will feel sorry for me when I go back with a mosquito bag on my legs, so I will give you a bad review.",Negative
3631,3631,"The overall feeling of this itinerary was very bad~ First of all, the flight time was too poor. The 4-day trip only really lasted 2 days. The service on the same trip was not good either. We were not given contact information for airport pick-up and local guides. We had to ask them the night before departure and they would not contact us proactively. The environment near the hotel I stayed in was too bad, and the room had a musty smell. The tour guide and transportation are okay. I hope Tongcheng’s service can be improved.",Negative
3632,3632,There was no one to pick me up at the airport. The tour guide who picked me up left work early and didn't tell me the name of the inn. I was really excited to find the inn with my suitcase and my half-asleep child in the middle of the night.,Negative
3633,3633,"Except for the good tour guide, there is nothing else good. It is super bad. I will never book with Tongcheng again...especially for transportation arrangements. Please don't book with Tongcheng again.",Negative
3634,3634,"No one was there to pick us up, the tour guide got off work early, and the inns mentioned were much worse than those of the same class.",Negative
3635,3635,What about the promised Tongcheng dedicated line? The inn is dirty and messy. I won’t say anything else. This trip was truly amazing.,Negative
3636,3636,"The trip was not planned according to the itinerary! After calling for inquiries for a whole day, I still kept chasing the results!",Negative
3637,3637,"The environment where I live is too bad, it’s small, dirty and noisy! The customer service did not arrange accommodation according to my request. They said it would be close to the sea, but they arranged the farthest one for me. Whenever I go out, I have to take a car for at least 40 minutes. I spent most of my time in a car, and the city is congested everywhere. We were under construction. I was tired. I was tired. I was tired. I changed rooms several times but it was not ideal. I was told that there were three hotels to choose from. In fact, I couldn’t choose any of them. The tour guide who led the group Fortunately, the tour guide who arranged the car was very perfunctory. The driver who finally picked us up was almost an hour late. The plane seats were all full. We could only sit at the back, and we had to sit separately. A very unpleasant trip!",Negative
3638,3638,The accommodation is really bad! There are all kinds of cockroaches in the room.,Negative
3639,3639,"I almost never give negative reviews. I really don’t want to talk about it, but I can’t do it without saying it. The time arrangement and hotel arrangements are all too bad<br>The flight was delayed. I arrived at the hotel at 2 o’clock the next day on the first night. Now I’m going back today. The flight to Shanghai was delayed, and I had to board the plane at around 12 o'clock in the morning. It was really tiring to take the children back and forth. The hotel only provided a 1.5-meter bed for 2 adults and 1 child. I stayed for two nights. Not much else to say, and the tour guide was not easy. The buses in Xiamen are as scary as roller coasters.",Negative
3640,3640,"With my personality, I would never fill in this review, but it really pushed me to write this review. As a consumer, I trust your platform and book a four-day, three-night semi-self-guided trip to Xiamen with you. , Beijing Nanyuan Airport arrived at Xiamen five hours late on the first day. I didn’t say much. No one wanted the flight to be delayed, and no one could do anything about it. It was already around 6 pm after arriving in Xiamen, and the first day of the trip was basically over. Yes, there was no problem with Gulangyu Island on the second day, no problem with free travel on the third day, and I returned on the fourth day. I arrived at the airport around 5:30. I waited until around 10 p.m. to be notified of the flight cancellation, and contacted the customer service staff in Beijing as soon as possible. They gave me the answer. I hurriedly bought my own return ticket and asked if it would be reimbursed. There was no accurate answer. I asked for a reply after work the next day. I contacted the hotel that night, which was near the airport. I went to the hotel to rest at 12 o'clock and waited for the reply. The next day at 10 o'clock in the morning. The reply message I got was that I should contact the airline to change or refund the ticket, or buy the ticket myself, and bear the fare difference myself. They said that the flight issue has nothing to do with **. Originally, we should have arrived in Beijing today, and my husband still has work commitments. Listen I was really angry and disappointed when I received such a reply. After buying my ticket, I stayed at the airport for a whole day waiting for the flight. I arrived in Beijing at 3 a.m. on the third day and took a taxi home. When I woke up in the morning, the staff from Tongcheng headquarters gave me a message. The reply was that I would bear the difference in ticket price and all the losses caused by the flight delay. In fact, I didn’t ask for any compensation at all. They just gave me the difference in flight price. I also didn’t buy a flight that was very different from the original ticket price. The price difference was also small. It’s only 140 yuan. I took a taxi home from the airport and it cost 155 yuan. I only asked you for the price difference and didn’t mention anything else. You said it was all the airline’s problem. Is that the airline you chose? You don’t know this airline. Is the company prone to this problem? Even the check-in counter in Xiamen told us not to book this airline. Don’t you know? I don’t even want to talk about the physical and mental exhaustion of this journey. A good vacation has been ruined. I don’t want to complain to you. Doesn’t your conscience hurt? I must have learned from each experience.",Negative
3641,3641,"On the first day, we got off the plane and took us to the hotel. Where is the bed and breakfast we agreed on? No...the toilet cannot be flushed. I have to lift the lid myself and lift the lever in the water tank before flushing. I was a little tired, so I thought it would work and I didn't go to the front desk. The next day, the tour guide took us to Gulangyu Island. After we got to the island, we kept walking. It was hot and sunny. When it was time to eat at noon, we were not given time to eat. Fortunately, we brought some small tomatoes to replenish our energy. We continued shopping for a few more hours, and finally had free time to move around and eat... Alas, at the end of the day, not only did I not eat on time, but my face was sunburned (sunscreen and sun-protective clothing didn't help)... At night When we returned to the hotel, the air conditioner was turned on at 16 degrees and there was no cooling at all. We went to the front desk and the staff told us how it would work if we turned it on at 16 degrees. After talking to ***, we left, covered in sweat all night. On the third day, I wanted to go to Xiamen University and Zeng Cuo'an, but it turned out that Xiamen University had limited time slots to enter, and Zeng Cuo'an was... My husband said, should I come to this place too? I couldn't stand the heat in the afternoon, so I went back to the hotel and asked the front desk to change rooms. The air conditioner was good and the toilet was good... Oh, I wanted to go home. In the next few days, I spent time eating, drinking, and watching movies in a nearby shopping mall that wasn’t very popular... I regretted this holiday. My second trip destination is this city. I won’t even want to come here again. …",Negative
3642,3642,"The experience of this trip was average. The rooms were not changed frequently, but only once every 3 days. The tour guide did not tell the guests where to play, and Gulangyu Island was not explained clearly.",Negative
3643,3643,"There was no cake as promised. It was a lie. In fact, it only lasted two days. It was very unpleasant.",Negative
3644,3644,Not satisfied,Negative
3645,3645,"I finally have time to talk about this trip, I’m so excited. . . . <br>Let’s talk about the previously booked itinerary. The flight will arrive in Xiamen at 7 a.m. on the 14th. There will be no activities on that day. On the 15th, we will go on a one-day tour to Gulangyu Island, travel on our own on the 16th, and return on the 17th. <br> I arrived in Xiamen on the morning of the 14th, and strong winds began to blow in the afternoon. The locals said that a typhoon was coming, and the government announced that work, production, and schools had been suspended. . . Three days in advance, the whole city had begun preparations for typhoon prevention. When I heard about it, I went crazy. . . Sure enough, the typhoon came in the evening. Needless to say how powerful it was, the news should have reported it. Traffic in the city was paralyzed. You couldn't go anywhere, not even the city. You could only stay where you lived. The place where I live has been without power and water for two consecutive days. Without water and electricity, I can't cook in a restaurant, and eating every day is a problem. . . The local weather was still super hot, it was pitch black at night, there was no water to take a shower, no air conditioning to sleep at night, and prickly heat broke out all over my body. . The main thing is that I have two children with me. I can't eat, sleep, or play, let alone play. I haven't gone anywhere. These four days have been a complete suffering! <br> The reason for the negative review complaint is that at 10 a.m. on the 13th, the Central Meteorological Observatory has issued a yellow typhoon warning, a level 4 disaster response. The local government will start mobilizing the city to prevent typhoons at least on the 12th. With such a big movement, Tongcheng Travel Should I contact me in advance to ask about changing or canceling the itinerary? I didn't travel until the 14th. I had time to contact me, but I didn't. Even the text message sent to me on the night of the 13th stated that the weather was normal. <br>What’s even more annoying is that after contacting customer service, the reply was “We will not proactively call guests to request cancellation or change of itinerary.” . Damn it, even if there is a typhoon and tsunami ahead, you still want customers to come. Is this how you treat your customers or God? Do you even care about God’s life in order to make money? Is this how you are responsible for your customers? <br>Too bad! <br>The customer service also said that these were caused by the typhoon, which was irresistible and not caused by us. . . Yes, typhoons are force majeure, but unlike earthquakes, typhoons are predictable! Otherwise, the entire city would not have been warned for several days. . For such a big incident, you at least have the obligation to contact us first and inform us. But as for you, you did nothing and turned the tables and shied away all the responsibility. <br>Too **! <br>Be sure to leave negative reviews, negative reviews to the end! <br>Let everyone see how you treat your customers. As long as you pay the travel fee, the rest has nothing to do with you.",Negative
3646,3646,"Too deceitful, too fake, and too dishonest. Bad business, bad business. Just know how to make money. My wife and I booked a four-day trip during the Qingming Festival. In fact, we only went for two days and came back on the third day. Forget about airplanes, so-so. It started to look good, and I was contacted about the time to set off. I took a flight from Shanghai to Xiamen in the middle of the night. I arrived at 12 o'clock in the middle of the night. The hotel I booked was, oh no, it was an inn. It was a deceptive private room. They actually said it was full and gave me another hotel. The walls were shabby and shabby. , there was no remote control for the air conditioner, the lights were broken and wouldn’t work, it was humid and remote, and we were left on the roadside after getting off the plane. It's like turning in and out of a mountain path. I couldn't find customer service when I called them, and no one answered the phone number I left after texting their customer service, and I didn't even respond to phone calls. It's really you. I didn't sleep well one night and complained the next day. The result was a perfunctory comment about the poor customer service satisfaction. If I knew it was not good, I would quickly find a way to solve it. I don't feel any pain in my back when I stand. It happened that the tour guide was leading the tour on the first day, and my wife and I were calling your ** phone number to play JB! A day was wasted. The good mood of going out to relax and have fun is in this Qingming Festival. What a mess! Another night of humid accommodation followed, and the air conditioner kept blowing cold wind. It was freezing and I didn't sleep well. What about the dedicated customer service you promised? Will you call me back? Are you so blind that you can't see the call? ? Just know how to shirk responsibility. I signed the contract with you on the same journey. You arranged the itinerary for me. What supplier and hotel owner can I find to replace it? What do they know? moron! The next day is free travel, well, this is a happy holiday trip. It’s so exciting! ! Also, I have to fly back at 7 o'clock in the morning on the third day, and you don't give me any information. Where is the pick-up and drop-off that I agreed on? I still need to call and ask in person. Again, the customer service couldn't get through and I couldn't make a complaint before I asked. Do you just complain about the awesome phone calls? It didn’t solve my problem immediately! Apparently customer service just won't answer my calls. My wife still had a cold, and she had a fever and went to the hospital to have her blood drawn. I was in a bad mood when I came back. I have been in contact for four days, but different people have given me nonsense reasons and refused to solve the problem for me. Okay, then I said I had no choice but to go to 315. In the end, I wasn’t even afraid of 315. What an awesome company! Still thinking of using 100 or 300 to shut me up. **I accept my grievance and give you a hundred, can you shut up? Also, this is the first time I submitted an order. There was a problem with your own phone system and I couldn't get in, so I didn't pay. The customer service called me the next day and actually said that I had affected your Datong process. Wow, wow, what an awesome company. It turns out that customers are not God, they are causing you trouble. Have you ever thought about my emotional loss expenses, phone bills, medical expenses, accommodation expenses, travel expenses, mental loss expenses, this expense and that? The whole trip lasted basically one day, and I spent more than 7,000 yuan to get such service from you?",Negative
3647,3647,"When we arrived at the airport, there was a pick-up and drop-off service. This was good. You didn’t have to worry about it. Then I had to explain the accommodation. I didn’t explain it because it was too late on the first day. The room I stayed in was simply the worst I have ever stayed in. The quilt and pillows in the room are not clean. The room is small and pitiful. There is no shampoo or shower gel, and there is no hair dryer after washing your hair. The bathroom only has three or four toothbrushes, bath towels, and showerheads that are broken and not clean. I think The space to organize things was very small. Since I stayed very late on the first night, I had to get up at 7 o'clock the next day and didn't have time to meet up at 8:50. I still stayed in this miserable room the next day. Come on, the room was not tidied when I came back at night. It was still the same after I left, and no one cleaned it. I couldn't stand it anymore, so I went to the front desk and talked about it, and they changed the room on the third day. Oh my god, The gap is huge, it is so different. Not to mention the size, the environment is completely different. There is also a bathtub, but there was a problem with the water when I first got into it. It was very inconvenient to take a bath. The room felt very comfortable all of a sudden. I I want to ask why the gap is so big? Can anyone give me an explanation? I think two days in Xiamen is enough. The tour guide took us to Gulangyu Island on the first day. It was very hot and tiring. However, the food in Gulangyu Island is cheap and delicious. If you want to buy something, buy it on the island. Things on Zhongshan Road are expensive. It’s not that good. There are only a few small alleys in Zengcuo’an, which are just for food. Let’s take a look at the excitement. It’s suitable to rent an electric car in the evening on Huandao Road. It’s very comfortable and you can go to the beach to enjoy the breeze. Children should pay attention to safety. You can actually enter Xiamen University from the opposite side of the fort, but it is also restricted to people. If you want to see Furong Tunnel, just walk up the road and turn left and then right to see it. I went from Putuo Temple at that time. On the other hand, I took the wrong path and took too many wrong turns. It was really tiring and hot to climb up to Putuo Temple, and I am still in pain. But the scenery is really good when you climb up.",Negative
3648,3648,"They are extremely attentive when asking customers to make purchases. Once the itinerary is booked, no matter what happens, everyone is polite. If there is a problem, it will be solved. As for me, going out is fun. Delays or cancellations due to weather conditions are not your problem, I know, but since I booked the tickets through you, I will definitely contact you as soon as possible. But every time I called, it was from a different customer service person, and each time I was transferred from one department to another. Every time I called, the answer was different, or they asked me to wait, and they would call me back half an hour later. If he didn't reply, I had to call him again. He went back and forth from 10:30 am to 5:00 pm without getting an accurate answer. This is not the first time your customer service team has encountered this kind of problem. Logically speaking, it should provide the most beneficial solution for us tourists. In short, the after-sales service is too poor. Fortunately, the tour guide Xiao He is pretty good, and the places he recommends are all good to eat, so give me a 👍",Negative
3649,3649,"It was my first time to travel on the same trip. The flight was delayed on the first day. I got off the plane at 1.20pm and called the pick-up person to tell us that they would pick us up at 2.30pm. We, 2 adults and 2 children, had to wait for 1 hour and 10 minutes. I even called 400. It's computer voice that doesn't solve the problem 24 hours a day. Also, my Tongcheng Tour offers a 50% discount for spending over RMB 2,500 on domestic travel. Why don’t you give me a discount? The merchant has no integrity. There are also 2 people who offered an instant discount of 100 yuan for adults, but they didn’t give me the discount or they only agreed to the discount after I asked for it myself. I haven’t seen it yet and I don’t know if I can return it. When we came back, we made an appointment to take us to the airport at 7.20, but we didn't show up at that time. I called him to ask and he said he didn't have a car and asked us to take a taxi ourselves and the fare would be reimbursed. It was indeed reimbursed. The Tongchengyou website feels like a trap to me.",Negative
3650,3650,"I didn’t come to Xiamen but wanted to come. I regretted it so much. The first day of the trip was to Zhangzhou Yunshuiyao. It took ten hours to go back and forth on the bus. I sat there for so long just to see a dilapidated building. The second day of the trip was the Gulangyu typhoon. I couldn’t go because of the air traffic closure, so I went to other places to look around and it was just normal. On the third day, there was Typhoon Gulangyu and I couldn’t go, so I went to the food street to eat Xi’an food and then moved around freely. I came back on the fourth day. It's really bad. I won't get any money from you next time.",Negative
3651,3651,"The tour guide named Zhang on the first day was not very good. The itinerary on the second day was not very good. The tour guide was very poor. There was no explanation. He was free to move around. He also asked us to buy tea. It was very cold at 6 o'clock in the morning. There was no The tour guide asked us to wait. We all had a cold. He didn't call us to tell us to wait for the bus, nor did he say sorry. The service attitude was very poor. The tour guide Yang Li on the last day was very good, really amazing, very responsible, explained very well, and took good care of us. My name was not on the pick-up list, so we searched everywhere but there was no one to pick me up. I found my own list on my own, and the service attitude was very poor. The hotel took us far away and let us walk back by ourselves. In short, we were not very happy.",Negative
3652,3652,"The hardware facilities of the Case Hotel are extremely poor. I changed rooms many times and my travel mood was greatly affected. I reported it to the customer service, but the customer service failed to solve it many times. I stayed for four nights in total and the problem occurred on two nights. I wanted the customer service to solve it. In the end, only two people shared the compensation. I paid 100 yuan and said that I would call to report it. The customer service also said that there was no guarantee that the report would be made. They only dealt with reporting. The tourist attractions were remarkable in the first two days but were boring on the last day. I hope they can improve. Five days. The travel time was not very tight, and I didn't go to Xiamen University to see it. The price was still the same. I was actually traveling for only three days out of the five days I promised. The first and last days were by plane, which made me feel very tired. Overall, I am not satisfied. The customer service mentioned above was not the tour guide who arranged the room for us, but what kind of customer service leader! It is recommended that you choose carefully",Negative
3653,3653,"First of all, I give full marks to the service at Tongcheng Haikou store, but I have to say that this trip experience was very poor! Comments on this trip to Xiamen: 1. The pick-up car was not on time. It defaulted on two hours on the first morning, was 30 minutes late on the third day, and left us behind on the fourth day and the car drove away. 2. Some reception staff have bad attitudes, poor quality, show off attitude, are unfriendly, and refuse to call. 3. Some tour guides are impatient and have a blunt attitude. 4. My impression of this trip: Very bad! Very bad! I don’t want to go to Xiamen again! The ground connection work is too irresponsible, please improve!",Negative
3654,3654,A typhoon warning was issued before going. No refund. Worst trip ever.,Negative
3655,3655,"It’s hard to describe in one word! The hotel we stayed at was Xiamen - Times Yaju Hotel. The noise was too noisy and some service staff had poor service awareness. They didn't sleep at all on the first night. The bus to Yunshuiyao was disorganized. Because of motion sickness, the tour guide asked the tour guide to coordinate the transfer of seats. I don't care about you at all. I changed rooms on the second night and the noise remained the same. As a result, I had no energy to play in the next two days... I woke up during the day and paid for a rental car to drive around the island. You should think about it before joining such a group in the future...",Negative
3656,3656,"I customized it for my parents. Where are the hot springs inside? My parents are stupid. When asked when they got home, they said, ""You brought us swimsuits for nothing. There are no hot spring activities. The tour guide's explanation is average and not very memorable.""",Negative
3657,3657,"This is my first time booking a domestic tour, and the service is really bad. They didn’t call me in time after making the reservation. When I arrived at Xiamen Airport, they didn’t call me to inform me who would pick me up. The environment and breakfast at Fulian Hotel were also terrible. The tour guide and car were this way on the first day, but they were changed the next day. It became another tour guide and car. I was really speechless. Later, they said that the return ticket was cancelled. I was also drunk. I had to book the return ticket by myself. I will not trust Tongcheng next time. It is so disappointing. I hope everyone learn a lesson.",Negative
3658,3658,"My stay this time was so bad. Is it because I was traveling alone and paid more than 800 yuan for a room with a difference in price? The room I stayed in was too bad. Breakfast only consisted of a white steamed bun and a boiled egg. When I checked in, I was told that it was only 5 stars. There is air conditioning! The car that picked me up from the airport was also very poor. It was a shabby minivan that couldn't be repaired.",Negative
3659,3659,"The hotel is average. The tour guide resold Cochin pottery from scenic spots to tourists at high prices. The customer service did not arrange airport drop-off service in accordance with the travel agreement. As a result, we passengers had to take a taxi to the airport at our own expense. Moreover, the airport drop-off customer service and driver had a bad attitude. It was a very bad travel experience. Poor ! ! !",Negative
3660,3660,"This trip was very unpleasant. Due to your work errors, I was unhappy during the trip. I will give you a bad review! ! !",Negative
3661,3661,"The environment where we live is so bad. There are so many fleas. My son and I were all covered in flea bites and itchy to the point of death. Two days after we came back, we were still not feeling better. Moreover, when we went to the front desk to complain, there were other tourists. Encountering such a thing really ruined the mood of traveling. The child was bitten at night and was not able to sleep. He was bitten by fleas over 20 times one night. Very bad review, bad review, bad review... This hotel is too unclean. I've used up a box of the cooling oil I brought with me and it still doesn't feel better. The hotel bathroom is very small and the design is unreasonable. When you take a shower, you have to hold the shower head with your hand to wash it, otherwise the distance is too short and the water won't be able to flush it. In short, this hotel is relatively convenient for transportation, but nothing else is good. It was so unpleasant to stay there.",Negative
3662,3662,The tour guides Xiaochi and Chen Shaobin were both very nice and amiable. Tongcheng’s service couldn’t be worse. I will not consider Tongcheng again for future travels.,Negative
3663,3663,"I went to Xiamen in a good mood and finally arrived at the hotel I booked. However, the hotel staff told me that due to national regulations, there was something wrong with the hotel I booked and I could not check in directly. Xiamen received the notice on the 14th that my The travel time is on the 16th, and there are two days left. Why didn't you notify me? When I arrived at the hotel lobby, I was exhausted and wanted to go into the room to take a rest, but I was told that I couldn't check in. If I want to stay here, I will book another room. When I called Tongcheng to negotiate, most of the answers they gave me were that they were sorry that I didn't have the authority, and they kicked it around like a ball. Do you know how bad this feeling is? When the accommodation problem on Xiamen Island was finally solved, the Tongcheng specialist on Gulangyu Island was even more ridiculous. He told me that he would give me two options. The first option asked me to pay more than 700 yuan to book a room. The second option was to refund me the money I paid for the room and I could book the room myself. They also told me that this was a national regulation and there was nothing I could do about it even if I reported it to the tourism bureau. But I want to ask a question. One of my children fell ill the day before my trip. I wanted to cancel my order. At that time, the Tongcheng specialist told me that canceling the order would be equivalent to canceling the order and re-ordering, and the loss would be more than 2,000. He advised me not to cancel if there is no major problem. journey. All right! I followed his advice and arrived in Xiamen and was told that I couldn't check into the hotel. Why didn't you inform me in advance? Doesn't your Tongcheng's behavior violate the regulations? Don’t consumers even have the basic right to know? After a problem occurs, instead of helping consumers solve the problem, they hope that consumers can solve the problem with money. Is this reasonable?",Negative
3664,3664,"The waiter who picked us up at the airport had a very bad attitude. He didn't even tell us where to look for us. He also said, ""Don't you know how to read it yourself?"" Please, this is your first time, do you know if you still need to pick it up? So depressed!",Negative
3665,3665,"They clearly told us how big and small we were, and the ticket locations we booked were far apart, and there were two carriages. How do we look at children? I feel irresponsible. Very disappointed",Negative
3666,3666,"What I felt during this trip was that the same trip was selling off inferior products and passing them off as good ones! Why do I say that! Everyone, please listen to what I said in detail about my coming. I signed up for a five-diamond itinerary. As a result, after arriving in Xiamen, I was assigned a four-diamond team! The first thing is to go to Gulangyu Island the next day. At 6 o'clock, I took the old and the young (there was a 60-year-old woman and an 11-year-old and a 3-year-old daughter) to wait for my 4-Diamond teammates at the hotel door. I live on the island, and the other friends are going back to Xiamen that day. It's an urban area, so you have to get up early and get on your way. Otherwise, it will be too late! Because I got up early, my 3-year-old daughter didn't get enough sleep. She was so tired when we visited the island! I fell asleep, so it was hard for me to appreciate some places. We stayed in a five-star hotel, and the breakfast for 2 people at 140 yuan per person turned into 2 small apples and 6 apples in the palm of a 3-year-old girl's hand. Almost the same size as a loaf of bread! Do you think we can eat enough for such a small breakfast? The worse they eat and the worse their mental state, do you think the elderly and children can still have the energy to play? The second thing: On the third day, we returned to the city attractions from the island. Because we were the only family living on the island, I had to drag the elderly, children and luggage by myself to the pier to queue up to buy tickets and take the boat back to the city. , and then take a taxi to the scenic spot to remit it! And it turned out that we arrived first (we followed the timetable provided by the tour guide), so the old man and the child and I waited for a full 20 minutes under the scorching sun. Because they were exposed to the scorching sun for a long time, my mother-in-law and daughter had no energy to visit the attractions! They found a cool place to wait for us to come back from our trip! Because there were elderly people and children, I spent a lot of money to find an easier route. The result was the opposite! I wanted the elderly and children to have a relaxing and enjoyable trip, but they ended up suffering! Might as well travel freely! Little money, good food, good housing, and good fun! Moreover, I reported the situation to the people on the same journey and they kept dealing with me. They didn’t give me an explanation for 5 days! I would like to suggest that friends who want to book the same trip, change a hotel, or travel independently, it will be more comfortable than the same trip! And also eat well, play well, and live well! What a disappointment!",Negative
3667,3667,"Can I say it's very, very bad? The three-day tour we signed up for had no itinerary on the first day and was told to depart at 7:40 on the second day. However, it was delayed until 8:20 before we detoured from the first hotel to the second one. We picked up people from the third and fourth hotels and set off in a group. It was already 10:30 after we picked up all the people and arrived at the pier to take the boat out. When we arrived at Gulangyu Island, we had a quick walk and included an hour and a half of free time to eat and the day ended at 4pm. It’s already past nine o’clock on the third day of the trip. The people from the first hotel haven’t arrived yet. The day before, I told the tour guide that we should leave early. The tour guide didn’t reply to the text message and refused to answer. We have to go to the second hotel and the third hotel to pick up the people. , I need to add that the fourth hotel is also located on Gulangyu Island. What time can I get to the scenic spot? ? ? When I arrived in Xiamen, did I come to the hotel and wait for someone? ? ? This kind of group tour is really not flattering. What is the difference between this and an 80-year-old man's sunset? ? ? I am really disappointed with Tongcheng. . . It was extremely disappointing. Apart from a decent stay and two breakfasts at the hotel, the two of us spent more than 4,500 on our three-day trip. We had to pay for everything else by ourselves. I really didn’t realize the low price and high quality of Tongcheng. . .",Negative
3668,3668,"I originally believed in this trip. I understand how the platform makes money, and I also understand when arranging a flight at night. If you arrange a flight at night, you will arrange for an evening pick-up. At night, the couple went to the airport and waited for an hour or two, and all the people who picked up the airport were called. No one answered the phone, and the emergency contact finally said that they had forgotten this order. Did you forget it after dinner? All the random comments are just bragging! Stop believing these crap! Everyone with a good attitude, you are Gods, you are so tough in your speech! There is still an itinerary, so just say four days is enough, but if you insist on five days, the couple will arrive at the hotel at three o'clock on the first night, go to bed at four o'clock, and get up at five thirty in the morning! No one asked me about it on the last day, so I just waited for the flight by myself. It was after 9 o'clock at night and it was late until 12 o'clock! I don’t blame you for this. Why don’t you arrange for the old couple to hang out in the morning? I will still be free from now on. The only time I believe in you is also the last time I believe in you! It’s too deceptive!",Negative
