,content,sentiment
3285,重点要投诉吉祥航空 / ho1675班次空姐孙静，同一航班，配餐竟然不同！前17排就一袋花生米，后面几排全是面包？这个是几个意思？我带了12个人出行，4个家庭带4个小孩子！我指出尾排配餐是面包，拿出了4个面包，当着全飞机的人，用不屑和嘲讽的语气和我说，这是上一班次剩下的4个面包，再要就没有了！！！！同程网用吉祥航空，迟早要被投诉**！！！喜来登酒店整体在厦门非常好！岛上的酒店离码头超级近，体验佳！厦门值得一去！嗯，真的！喜来登的早餐很ok！,中
3286,重点要投诉吉祥航空 / ho1675班次空姐孙静，同一航班，配餐竟然不同！前17排就一袋花生米，后面几排全是面包？这个是几个意思？我带了12个人出行，4个家庭带4个小孩子！我指出尾排配餐是面包，拿出了4个面包，当着全飞机的人，用不屑和嘲讽的语气和我说，这是上一班次剩下的4个面包，再要就没有了！！！！同程网用吉祥航空，迟早要被投诉**！！！喜来登酒店整体在厦门非常好！岛上的酒店离码头超级近，体验佳！厦门值得一去！嗯，真的！喜来登的早餐很ok！,中
3287,定的是五星级的喜来登，到底是星级酒店，服务很好的，早餐也很丰盛，可是第三晚是到鼓浪屿上的的磐诺酒店住的，方便是很方便，下船直走，一分钟就到酒店了，我想吐槽的是酒店卫生太让人失望了，地上的灰尘太多了，感觉都没打扰，住了一晚，压根就没睡，被子什么都不干净，第二天床，身上都是红点点，十分的痒，而且当前里的空气一股发霉的味道，，蚊子也特别的多，酒店人员安排我们住一楼，特别的超，大厅里讲话声音听的一清二楚，反正鼓浪屿一晚都没睡着，一大早六点多就起来退房了，一刻都不想待了，整体旅行就一个累，也没什么好玩的，就是芒果很便宜，还有厦门的公交车司机很野蛮，真心不建议去厦门玩！,中
3288,总体上这次在景点玩还是不错，就是行程各方面上的安排上还是比较欠缺的，在厦门住宿酒店还可以，就是在鼓浪屿住的酒店真是蛮差的，我当时住的房间条件不好，感觉是最差一样，我们当时就和酒店工作人员沟通半天才给我们换了，我当时预订的时候看了也不是这样，酒店工作人员说预订就这个房间，体验挺不好的，这次在回程安排的接机挺奇怪的，接送时间不是我们需求人要求，居然是司机师傅自己定，当时我们也是有提前和司机师傅沟通说接送时间的，司机师傅也说让我们在当天12点确认好就可以的，我也是在规定时间确认好和司机师傅说约6点来接就可以的，司机居然是不行程，只能在5点的时候，我们之间沟通了半天，真是挺不明白的,中
3289,原本早上十一点的飞机，出发当天早上五点多给我发信息说航班取消，心情很不好，然后电话给同程客服，好在客服还不错帮我解决了，改了当天差不多时间的航班。一到厦门由接机的帮我们接到宾馆，然后开始了我们的旅程，3晚的宾馆都很不错，喜来登不用说了，地理位置挺好的，旁边就是大商场，早餐种类很多，鼓浪屿上的宾馆也很好，离内厝澳码头超级近。就是厦门的蚊虫太厉害了，两条腿被咬的差不多了，建议还是要带驱蚊手环之类的驱蚊东西。本来听朋友说那边口味比较淡，建议我带瓶老干妈过去，不过个人感觉口味还行，没有带老干妈的必要,中
3290,行程总体来说一般，说好的有免费接机，最后到机场通知自行去酒店。去的时候飞机延误两次，回来的时候很顺利。喜来登住宿不错，什么都有很喜欢，不过酒店位置不是很好，附近除了sm商业广场马路堵的不要不要的。鼓浪屿的那个酒店很一般，而且不是很安静，虽然离码头很近只需要两分钟，但是距离吃饭的地方相对来说是有点远了。喜来登位置不好，而且离那些几大景点相对来说很远，打车最近的都要三十出头，更别提曾厝垵那里了。打车难打，公交拥挤，路况堵车，总之这次玩的不是很舒心。,中
3291,酒店住宿环境还可以，房间卫生清洁打扫还是蛮干净舒适，房间基本设施也都有提供齐全，就是住的喜来登酒店，地理位置不是很好，酒店周边没有公车，我们要找半天才有车，而且酒店距离景点也是蛮远了，我们基本上出去玩都要打车的，因为我们这次是自由行，交通不方便，出去玩也就不是很便利的,中
3292,这次的出游还不错。航班的时间比较准时。就是接机漏了2个人，我们是6个人出游，就接了4个人。送机的司机态度很差，晚来了一分钟，就没有一句话。入住厦门喜来登酒店和鼓浪屿服务很好，设施环境都不错，住的很舒适。酒店位置好，出行很方便。自己安排的行程，随意的逛逛景点，风景都不错。同程的服务也很好。,中
3293,开始行程两晚喜来登酒店，住宿很好环境服务都好，最后一晚的行程，要的标间被安排成大床房，找到客服还未及时处理，后续自己加钱换房，后客服联系退款还是很快的，整个行程最后一晚的行程不合理，因为要过轮渡，早上八点的航班，五点多就要起来，很赶，建议可以把最后一晚放在前面。接送机的师傅态度很差。,中
3294,这次参加的厦门自由行，同程的服务还是蛮好个，各个方面做的都很不错，酒店安排的也挺好的，就是房间的窗户打不开，不透气。行程最不满意的就是安排的接机了，大热天的车子空调一点效果都没有，热**了。走的时候果断没有再坐安排的车子了，选择自己去机场。,中
3295,厦门酒店还可以，就是我们当时到鼓浪屿去住的时候，入住名字写错了，到酒店没有信息，我们联系同程处理，同程后来给我们更换了一个酒店，可是调整后的酒店是没有我原本预订的好的酒店要好的，条件环境卫生都比较一般，正常要说更换后的酒店要更好些才对呢，安排不是很满意,中
3296,这次厦门的行程玩的还是挺开心的，厦门的环境很好，感觉是个很浪漫的地方。就是去的时候航班晚了4个小时，回程晚点了一个小时，真是太闹心了。酒店挺好的，环境很好，该有的设施都很齐全，卫生打扫的也比较干净。酒店的地理位置比较优越，出行比较方便，提供的早餐还可以，就是每天都是一样的，没什么变化。同程的服务挺好的，短信的提醒都很及时。,中
3297,飞机晚点给客服打电话客服没有回复打了第二遍客服才给了回复而且回复很慢觉得同程这方面有待提高，厦门的酒店离景点太远交通也不是很方便毕竟是五星酒店吃住还行。,中
3298,l海航，山航，两家航空公司服务太差今后不座这两家的飞机。,中
3299,整体行程感觉蛮不错，无论是酒店还是交通这块都很满意~,中
3300,1住宿如果都是喜来登就很完美了，鼓浪屿太差了。<br>2接送机没有说是专车，我们2位订了行程，2位因为有宝宝自行在航空公司出的机票，所以被告知要一人补50才能有接送机，但是实际上是一个五座专车接送，因为事前不知，故自己定的车接送，往返浪费150左右。<br>3鼓浪屿的乘船工作人员素质不是一般的差，见我抱孩子，安检时让帮抬一下行李箱，直接拒绝，说你自己带的行李箱，你就得自己想办法抬上来给他看，服务超级恶劣，有威胁恐吓，后面会去厦门旅游局投诉。,中
3301,厦门是那种不来后悔一辈子，来了后悔一阵子的地方。住宿安排的比较好的。在鼓浪屿上要轻装上阵不然会累的怀疑人生，岛上没电瓶车和自行车全靠两条腿走路，好玩好吃的都集中在三丘田码头,中
3302,自由行，由于自己比较懒也没做攻略，然后就找的同程订的这个行程。说实话，性价比不高，当然，喜来登酒店很好，但是离景点什么的都有距离，不建议选择，每天打车的费用也都是一**很可观的数字了。鼓浪屿岛上的酒店，给我们安排的房间也只是这个酒店最便宜的了，房间真的小的可怜。不夸张的说吧，我跟我盆友，连放行李箱的地方都没有，真心不夸张。而且鼓浪屿唯一的交通工具就是11路，完全靠两条腿走路的。在同程花钱办了个会员，在同程选择了两次出行，说实话，不是很满意。还是有待提高吧，同程的工作人员并没有根据我的需求给我推荐到最适合我的路线。两次出行都是这样，失望了。,中
3303,喜来登、海上花园酒店住得很好，尤其早餐很丰富，中西餐品种都很多。不爽的是网页上自动默认的航班是去时为东方航空mu2892，回来时的航班为山东航空早晨7点多的航班，由于默认行程是第三晚住鼓浪屿，所以根本无法赶得上该航班。提交订单前，我明明仔细看的重选了航班，结果支付完成后还是默认的航班，随即与客服沟通，客服说机票已出，无奈之下只能把回程航班退了，重新买了4张回程票，损失费用342元／张，共损失一千多元，很不爽！去的飞机正点是19:45起飞，结果晚点到23:10分才飞，到喜来登办好入住手续夜里2点多。接送机服务很棒！,中
3304,住宿很好，鼓浪屿的酒店不是很方便吧，不是靠近商业区，就是直接靠近码头，不介意自由行，餐饮感觉还是厦门的便宜，海鲜也就那个味道说实话！不推荐到达鼓浪屿之后找的本地导游无论20元还是60元带你逛景点还是什么！都不推荐！自由行得攻略做好，即使做好，还是有点路痴，哈哈哈哈哈！总体来说一般吧！厦门的喜来登虽然五星级酒店但是说实话真的很旧了房间，连电视机看节目都是那种普清的，遥控器还是坏的！这种五星级不如不住感觉还没有一般的快捷酒店好，至少别人电视台还有100个台左右！反正不会在来第二次！,中
3305,碰巧遇到了台风 回来的航班被取消了 客服也没有办法很好的解决 额外的住宿也没办法解决 所以坐了20多个小时的火车回的北京 感觉糟糕透了 还差点站票回北京 住宿的话 因为台风没在鼓浪屿上住 三晚全住在了喜来登 酒店很好 除了离各个景点都有点远 总之 本次旅行因为台风确实很难忘,中
3306,酒店和往返交通都不错，令人遗憾的是上岛的船票很难买，必须提前三天左右才能买到下午上岛的，上午上岛的更是一票难求，估计都被**提前预定了，这一点同程却从未提起，也没做任何提前买票的提醒。由于我们住宿预定的是岛上的酒店，只能坐晚上的船上岛，整个行程都打乱了，很恼火,中
3307,这次不巧既赶上了孩子生病和台风，所以我和老公孩子没有出行，父母自己去的，接送机服务很好，由于台风的影响没有上鼓浪屿，大多时间是住在酒店的，飞机延误两个多小时，总体体验并没有达到旅游的目的，也没有对厦门有个全面的游玩。同程的自由行因为没有买取消险所以不给改签或者退，基本上全额损失。所以个人觉得不如自己进行机票和酒店的预订，可以做到适时的止损。,中
3308,主要是住宿问题，喜来登是很好，鼓浪屿上被换的四季如春，一塌糊涂。除了标价贵之外，别无是处。这个产品喜欢换概念，鼓浪屿上的酒店会被以满房为由换成其它的。希望大家擦亮眼睛。每一个产品细节都有亲自关注好，每一步的选择都要看仔细，因为你不熟悉，不然一不小心自己就同意了，导致游兴全无。,中
3309,本次厦门之旅因为台风原因厦门都在建设，所以基本么有景点可玩，出门也是不太方便的，春秋航空上座位也不可以自己选择，同程给发了短信提醒，客服也给打了电话解决了一些问题，希望赶快建设好,中
3310,鼓浪屿的柏文熊酒店真心不咋样！除了有早餐！离三邱田近，酒店本身不好！,中
3311,这次的行程还行，同程的服务很好，全程都有短信提示，接机师傅都是提前到达等候接机的，航班的时间很准时。入住时出了点小插曲，有及时的解决。泛太平洋酒店很好，设施都很齐全，卫生打扫的也蛮干净的，很舒适，吃的早餐种类比较的丰盛。酒店的位置还行，出行很方便。自己安排的行程，时间的游玩很尽兴，厦门的景点在整改，岛内景色一般。,中
3312,功亏一篑，在最后去机场时安排的专车未按时来酒店，结果地陪临时安排，在告知行李较多的情况下，来车不像上海一般都是商务车，而是普通轿车。靠宾馆帮忙，拉了一辆出租车运行李，总算没误机。但是厦门的专车与上海差别这么大，收费也不便宜是出乎意料的。希望同程今后注意协调。其他方面就是鼓浪屿的住宿，虽然心里有准备是普通民宿，但是初来乍到，现在社会上又鱼龙混杂。当看到短信上告知的地址门牌号与现场不一致时很茫然，幸亏地陪来电确认才安心。,中
3313,虽然有往返火车站的接送，但是接的时候不是送去下榻酒店而是送去码头，另加了20才肯去酒店，厦门住的酒店设施还行，但发现一只蟑螂，而且离市区各景点都有1个多小时的车程，鼓浪屿酒店地理位置不错，但是说的观景房只是后门过道处的小房间什么景色都没，另外地接提供的一些服务需要自己主动去问去查，告知得不是很清楚。,中
3314,此次出行提供住宿环境比较让人满意，不过接送方面服务有待提高,中
3315,自由行还是很不错的，时间不干，每天睡到自然醒。同城客服还是不错的，有问题及时解决。最不满意，接送机，都是我主动找，才联系我。接送机服务不好，我抱着宝宝，一直催我快点快点，我拿了一件大行李，大宝放后备箱，好费劲，司机也不帮他。后来等半天，怕耽误时间，才勉强过去帮忙。希望以后接送机司机有服务意识。,中
3316,。这次服务衔接包括接送机的时间都有问题,中
3317,首先定的这个套餐还是不错的 经济实惠.酒店位置距离小眼镜大排档很近 但是酒店楼下在造地铁 连夜施工的 有点吵 酒店设施也比较陈旧.上次看评价说 从机场打的去这个酒店只要十几块  我估计是脱吧 我从机场打的到这个酒店49块(有图为证）。一共来三天 我是这么安排的 第一天下了飞机先去机场把行李放好 然后去中山路步行街（酒店步行500米坐公交48路7站到达🉐️ 看评价 还说这酒店楼下就是中山路步行街 我就呵呵）接着去胡里山炮台 （打的15块 ） 门票同程定的23一个人   还值得看看的。边上就是环岛以及大海 略有沙滩8⃣️ 。适合拍照。对面就是厦大 不过有几个门不对外开放 又坐了两站公交车 到正门 排队 （刷身份证）进入的 。走了好久到达芙蓉餐厅（只有三楼食堂对外开放）。味道不好吃。第二天去的鼓浪屿 。（得花一天时间--因为岛上全程步行 没有交通工具。首先得搞清楚你距离哪个码头近 然后买到三丘田码头（距离吃的东西近）。岛上就是各种小吃。做船海风大 注意保暖。,中
3318,这次出行，我要吐槽的两大点就是:飞机跟酒店。由于是22号下午17点15分的飞机飞，到厦门的时代雅居酒店已经很晚了，办理入住的时候刷身份证居然没有我订单的信息，后来我联系了厦门的地接导游丹丹，她马上帮我处理了，跟酒店沟通。差不多等了10分钟左右，刷身份证有我的信息出来了。好不容易上楼了，刷卡还刷不出来，房门开不了，我再跑去前台咨询，后来给我换了一张卡，终于可以进房间了，对于时代雅居酒店，我的总结就是:图文不符。千万不要相信网上的图片，房间内设施都很老套，也很破旧，住不惯，而且还住了两晚。后来一晚住在鼓浪屿的悦景雅筑家庭旅馆，条件也不好，房间也很小，路程也很远，再没有走错路的情况下走了好久好久才到。回程本应该是25号的16.25分飞，当天中午给我电话，说我们的航班取消了，改到晚上21.55分，简直是晴天霹雳，当时我们正在吃饭，瞬间没食欲了，由于24号晚上我们就定了包车，从上海机场送到我们家，然后我只能取消包车的订单。好了，到了21.55分还是没飞，到候机室又等了2个小时，好不容易安检了，坐上飞机了，又在飞机上等了1个小时才起飞。这次旅行是我们匆忙选择的，我很不满意。,中
3319,套餐是我仓促选择的，总价与市场价不符，高于。客服人员态度还好，来回都是飞机，也没什么好说的。第一晚在曾厝安的新天鹅，一楼房间，无窗很小。第二晚鼓浪屿别墅酒店很好👌👍，第三四晚是美悦金仑价格太高，房间一般。没有费用明细，以后应该不会考虑，第一次买这种套餐。,中
3320,这次的旅行还算满意，玩了鼓浪屿，中山路，曾厝痷，科技馆，厦大白城沙滩，胡里山炮台，带着孩子慢慢玩。酒店一般般，只是地方比快捷酒店大，里面很旧，早饭每天基本都一样，不要抱太大希望。以后可以自己订快捷酒店，绝对比这个好。这次厦大不让进，好多小店也都没有开门。自己算了一下，自己定机票和酒店比同程的还要便宜，感觉亏了，供大家参考。不过呢，想省事的可以找同程订，一下头都搞定。吃方面，海鲜很新鲜，不错，生蚝超级便宜。,中
3321,飞机晚点，没有餐食，下了飞机没有地方可以吃东西，并且飞机一路颠簸特别难受，来回的飞机都晚点，行李箱也坏掉了。不过酒店很好，客服的态度也蛮好的，不过现在的厦门比较严，要开金砖会议，干嘛都要身份证。厦门天气比较闷热要做好防晒，中山路小吃街比较坑，不过沙茶面还是蛮好的。,中
3322,四星级酒店完全没有四星级酒店的感觉，也许是过年以后得原因，价格都偏高吧。看了看平时的机票，最便宜的时候300多，我们这些平时没时间的只能花最多的钱看一样的景色了。最大的可恶就是同程给我发了一个信息，说飞机晚点一个小时，幸亏我早去了，根本就没有晚点，觉得出来是开心的，也就不计较了。。吃一堑长一智吧，有了经验，以后更知道如何自由行了。,中
3323,很累的一次旅行，五天四晚，其实有两整天是在火车上的度过，不建议坐火车啊！还有本来选择的是海边的颐锦酒店，被厦门当地客服电话联系说被金砖会议安保人员住满了，给我们升级为五星级酒店凯裕国际酒店，因为没做好功课就答应了，后来才明白自己被忽悠了！！相比之下位置不方便，酒店也达不到五星！,中
3324,因为金砖会议  行程不是很顺畅   要去鼓浪屿玩的小伙伴们   建议提前一两天买船票   上岛后不要跟所谓的导游  还是自己买幅地图来参考 玩的比较尽兴,中
3325,厦航太**了，后来改签了，退款很麻烦……退款退了四五个月，厦航这**！我不是说同程网，同程网都还好……,中
3326,这次玩的一般。很多旅游景点关闭，厦大关闭还有土楼也关闭，还有一点就是酒店的早餐不是很好，就一个面包的。,中
3327,没有提前通知买船票，真的。。。去鼓浪屿都去不了。,中
3328,玩的还不错  就是酒店房间弄错了,中
3329,订的4日自由行，所以只包括机票和住宿。讲真，我们住的地方，下车的时候当地的司机师傅就告诉我们住的偏位置不好，我们从第二天出去玩开始就深切的体会到了有多偏。说一下，住的环境还行，但是位置真的很差。我们出去是为了玩，又不是为了住，难道位置不应该是最重要的吗？毕竟是自由行，所以时间去的地方都是我们自己安排的，所以没什么可以在这边点评的了，唯一可以说的就是住的，还不满意……拖了这么多天没评论就是想别带着气上来就差评，毕竟客服还挺负责的，给中评吧，别给我打电话了谢谢,中
3330,行程安排的太紧，6.55飞机，早上要起这么早就不说了，接我的人还没按时来，结果我们上错了车，和那个滴滴司机理论。以后飞机票不能定的太早，还不支持改签。厦门的交通还可以，就是去鼓浪屿真的没什么好玩的，去了两个景点，一个日光岩60，海底世界90,中
3331,找的旅游顾问安排不是很满意。一是接送车，7个人帮我找了十几人的车，费用300元。接车时我们到达后等了半个多小时，打了几个电话才到，还不是到机场门前，让我们走了很远去找，车的空调坏的很热；送车倒很及时，车不好是昌河。二是帮我们联系三人住一间想要间家庭房，没有家庭房变成了加床，一张折叠的单人床，请问家庭房跟加床应该收一样的钱吗？但是跟顾问反映后无果。房间免费赠送的水也只有一天两瓶根本没有考虑是三个人，折叠床上面简单地加了个床单，中间还有一道宽缝，睡得人腰酸背痛。宾馆都是按房间收钱，同程是按人收钱。三是交通没有想象中方便，游客轮渡码头不是靠近的码头，很远。白鹿洲公园步行不止十分钟有两站路。下次肯定不会选顾问，可能不再选同程。,中
3332,总的来说 还是可以的 就是有一点点不完美 那就是客栈门口的路 实在太差,中
3333,4天赶上台风了，体验非常不好，但是酒店非常的满意！,中
3334,总体来说这次出游是比较糟糕的一次，可能是天气原因导致了很多不方便！景点也没有怎么玩，路途也没有什么洗手间！整个行程也就一个住宿还行，其它都是不行，建议大家可以考虑自己自行去厦门，没有必要自由团，并且小盆友玩的地方不多，到了鼓浪屿也没有车，小盆友很累！后面可能不会考虑在app定行程，费用也不低但是没有什么服务！,中
3335,第一次跟团，目的地参团，亲子团<br>优点:1，全程没有强制消费<br>2，云水谣讲解详细，陈导服务也特别好，很亲切<br>3，不用担心去哪找不到，登鼓浪屿也方便<br>4，住宿在中山路上，方便吃喝<br>缺点:1，太赶了，像我这种带着孩子的根本跟不上，一直找不到大队伍<br>2，很多景点就是走马观花(虽然没有什么大景点)<br>3，改讲解的景点没有讲解，比如胡里山炮台，丢进去导游就不管了<br>4，主要景点就是厦大(自己排队，自己逛)，胡里山炮台(自己逛)，贝壳城(自己逛)，总之自由活动特别多。<br>总:建议自由行，个别景点跟团，比如云水谣(太远)，自己做好攻略，登鼓浪屿提前买好票。,中
3336,第一次跟团游感觉一般，22号17点到厦门按照同程的方式联系地接竟然无人接听，后来联系客服问题解决了，从机场到酒店用了两个半小时，坑爹，去厦门的朋友建议不用同程的地接服务，厦门机场在市区打车35元半小时到市区。第二天到云水瑶早上7点上车市区接人用了1.5小时8点半才出城，出城后导游发现我们这个团有几个人是另外景点的，于是乎把我们十几个人在云水谣卖给另外的导游，导致我们返程换了两辆晚上7点40到酒店。第三天的到鼓浪屿很顺利，风景很美，建议大家到美食街上用餐，生蚝10元12个，小吃都在15元左右。第四天市区游，建议自己去，不要跟团，因为厦门大学这个景点导游是不会带你去的。第五天返程，地接又出问题说好2点左右我等到3点过五分都还没有到，期间联系司机两次都说十几分钟是到，还是自己打车到机场靠谱。在这期间有两次用餐同程免费的，千万不要想不吃白不吃，简直没法吃，建议大家带点干粮，特别是第二天的行程，一定记得备干粮。,中
3337,厦门之行，三个导游都很好，特别是厦门的导游毛佳才和武夷山的小廖非常热心热情，讲解到位，非常操心，唯一的就是武夷山住的地方方圆三公里没吃饭的地方，位置太偏，没出租车，坐公交不方便，三个导游非常辛苦，我一个人在鼓浪屿，导游毛佳才怕我找不到坐船的地方，每天编写非常详细的信息给我发，当我找不到吃饭的地方和住的地方，导游小毛都是给我发地图，位置，小伙真的非常好，在武夷山，我是提前赶飞机，小廖提前送我走，安排也到位，我们这个团老年人多，两位导游都对老年人非常照顾关心，在此，我非常感谢三位导游，还有那位军人导游，谢谢你们，你们辛苦了,中
3338,尽管这次旅游出了点状况，但我还是相信同程的承诺，客服回复很及时所以还是一如既往的支持你们!不好意思给你们添麻烦了，非常地报歉!谢谢客服翟小冬他不厌其烦，用心服务!谢谢同程!,中
3339,厦门之行已结束4、5天了，一直在纠结要不要写点评，写的话要怎么写。厦门的景点和自然景色不必在此细说，这里主 要是对服务做评价，看了众多同友的点评，结合自己的亲历，就写点东西。首先，任何事物都是有正反两面的，先来总 结下这条线的可赞之处：1、每段出行之前都有提醒，不管是登机前的同程短信还是行程中每天地接导游的**，这点 很不错。2、接送机时间超准时，刚下飞机就接到电话，走到出口就已有人在等了，直接上车开到酒店；返程时送机的 师傅沿途要接好几家酒店的客人，接到我时居然跟前一天讲好的时间几乎不差！很赞！3、安排的梅园酒店很好，位置 优越，门前过天桥就是brt快速公交站，坐到中山路一人才一元钱，酒店地处繁华商业圈，超市餐饮小吃都很方便，早 餐品种较丰富也对本人胃口，客房服务态度也热情，一个小细节，洗发水沐浴露居然是大瓶的力士，哇咔咔……。4、 行程内容较丰富，把厦门市内和周边有名的景点基本都包括在内了，总体感觉是每天都有在逛，嗯，还有点小累。…… ……好吧，接下来再吐些槽：1、各景点游玩时间比较紧，总是觉得不够。土楼单趟车程三个小时，往返中间各一个购 物点，午餐的地方到了后要先坐下品茶，换土楼地接导游后也被带到据说是自己家的店品茶，时间都不短。因为行程里 面有安排厦大的午餐，所以厦大结束就14:10了，再开到环岛路的下车点，被告知连同曾厝垵一起玩过后，要在16:10集 合，那1个多小时怎么玩？原来集合后车子直接到了家比较偏的商场购物，……不得已在第二天上午自己带孩子打车去的胡里山炮台。 2、有的景点似有充数嫌疑，时间安排很不合理。铁路文化公园纯粹就是一个市民的晨练处，同车旅友大多走了二三百米就回了，讲没什么看头。接着在南普陀寺里面竟然待了近2个小时！那天降温又刮着风，还没有避风的地方，简直就是折磨。……虽然是跟团游，不能跟自由行的深度游玩做对比，但还是希望在细节上面能多注意。,中
3340,选择春节出行，原想避开城市的拥堵喧嚣，看到同程自营，觉得应该是有保障的行程才会参加…but，千里之外，仓促的环岛8小时急速前进-完全来不及浏览鼓浪屿的风景；糟糕的餐饮-早餐尽量用白粥把自己灌饱、午餐、晚餐自行解决(关键你得找到吃正餐的地方)；拥挤的公交，随意涨价的士司机…，最极品的居然是改项目的鹭江夜游取消了居然是三十夜晚到码头看到一把大锁才知道……一家人在陌生城市沿江码头吹了一个多小时的冷风，才叫到一辆涨价的的士，意兴阑珊的会酒店洗洗睡了…<br>自由行还是可以的，调整节奏，安排好时间，厦门大学、南普陀、湖里山炮台、中华城(和武汉步行街差不多)……<br>厦门的城市环境很舒适不间断的**洒水雾比起不间断的洒水更能有效降低空气中的污染悬浮物，值得学习！而且无饮食公交，更能有效提醒大众共同监督公交进食的恶习，给大家一个清新的呼吸空间！<br>感谢“高速”导游夏连英，占用了你春节团圆的时间帮忙协调处理调度失职的问题，虽然没能解决，但相信你已尽力，因此不论什么结果，我也只能接受，谢谢你的一天陪伴！<br>建议:厦门还是自由行合适！宰客的情况到处都有，记得理性消费就行！ps:厦门的公交1元/人，真心方便！最好避开节假日！,中
3341,这次行程安排整体还行，厦门是个值得来玩一玩的，特别是鼓浪屿是个景色秀美，岛上的美食海鲜都值得品尝。,中
3342,赖导不错  ，说实话行程不怎么样  ，还好住一晚在鼓浪屿玩海还不错  ，厦门没什么好玩的  ，都是小吃 我爸妈不是很喜欢  ，小吃的图片还和实物差距很大  ，有点失望  ，夏天出去就是晒热  ，记得做好防晒准备吧，  厦门的住宿 ， 交通比较方便  ，就是环境不是很好吧  ，鼓浪屿的那个别墅很不错  ，对面就是沙滩  ，建议可以住一晚，然后可以去鼓浪屿的小吃街吃吃小吃 ，鼓浪屿的夜景还是很美，玩玩海玩玩沙滩🏖，不错的选择，厦大没去  ，人太多了,中
3343,说实话我真想给差评的，因为这是我用同程旅游以来最失望的一次！第一差，我本来就冲着入住城堡系列去的，如果说城堡房满了订单不让预定就是了，结果安排在市区的希阁酒店，房间小的要命，不过还比较干净，更可气的是第一天晚上十点多才到酒店，居然说没有我们的订单，好在酒店没有客满，打电话紧急联系人才安排住下。第二差，第三天的鼓浪屿之行，就跟赶集似的，连拍照都是要一路小跑追导游，还不如自己上岛慢慢看呢，导游倒是都很和蔼可亲，晚上升级入住岛上的“外婆的澎湖湾”，告诫大家，如果你对床有要求请放弃！那床垫简直就是直接睡弹簧上，无法忍受，只能空调开到30度，穿着衣服睡在棉被上！第三差，厦大的芙蓉餐厅坑爹的要**，又贵又难吃**了，正宗厦门小吃推荐去曾厝垵，我觉得厦大真是没有传说中的漂亮，第二天把时间浪费在厦大和南普陀寺了导致最后一天没来得及去永定土楼和云水谣，推荐大家可以把厦大之行放在最后的行程里。最后，感谢同程送了片仔癀的面膜和鼓浪屿莫奈咖啡，莫奈的花园真的很美！,中
3344,出行四人，两妈两孩。前两晚住在唐戴尔宾馆，设施陈旧，早餐非常差；第三晚住在鼓浪屿，对于一个三星宾馆来说，设施齐全，干净整洁，服务到位，早餐丰富；第四第五晚，在武夷山一个又见什么的宾馆入住，虽然宾馆名字挺诗意，但没记住。只清楚的记得有很大的蟑螂！！！说有一寸大一点不为过。要求换房，服务前台说这是不能避免的！！！几经周折换了房，另一间小强在夜晚再次出没。真是倍受折磨。<br>本来想退机票改动车票的，但是由于我电话通知客服时已是下班时间，所以没人理睬。（不是说好24小时服务吗？）<br>厦门小吃还不错，值得品尝。海鲜还是蛮贵的！我们去的这几天到处开挖，为迎接金砖五国会议，所以看起来城市有点乱，海水有点脏。<br>云水谣路途有点远，环山道，建议晕车的朋友提前做好准备。景色很美，对于土楼这种建筑了解的不多，但是惊讶于古人对于建筑的实用性，风水，结构等等的讲究。了不起！<br>鼓浪屿小吃街可以逛逛，没去日光岩，天太热了。喜欢钢琴的朋友可以了解了解，不过里面没有讲解员。<br>去南普陀寺那天太热了，以至于导游的讲解没记下多少，但买了纪念品。<br>武夷山的景色真美，山水相依，美不胜收。虽然不高，但比较陡峭，晕高的同学做好心理准备。<br>导游总的来说还算不错。<br>如果下次再去会选择自由行，厦门真的不大！,中
3345,基本满意，土楼安排和导游都不错，后几日行程稍紧，平台赠送的项目还不错。,中
3346,因各地游客住处不太集中产生每天接送时间长，所以当天游览时间不太尽兴。,中
3347,整体还满意，就是对酒店不是特别满意，南普陀的餐食也不好，吃不惯,中
3348,住的还可以 第一晚和最后一晚汽车比较老 司机态度冷漠,中
3349,走不了的景点以后不要写在行程中，让人很失望。,中
3350,总体来说还可以、有时间还想去、航班延误导致耽误工作时间、,中
3351,一般,中
3352,一般,中
3353,一般,中
3354,今次出游还算满意，谢谢旅游顾问黄泳琳，谢谢导游小蔡。,中
3355,接送服务好。武夷山暨导服务很用心，赞👍。,中
3356,一般,中
3357,还行😁不错😊，还可以,中
3358,武夷山住宿不行，其他尚可。,中
3359,来往机场乘车时间太长，等游客、接游客时间太长。,中
3360,行程中第三天的景点太无聊，好的景点古炮台没含,中
3361,第二天的导游组织比较乱，行程安排不合理，浪费的时间很多,中
3362,一次足矣！没有再次来的欲望！,中
3363,行程玩的不是很好  因为景点不是很好的 ,中
3364,用餐安排不全面，景点日程较少，服务质量尚好。,中
3365,住宿条件一般，饭菜较差吃不饱！导游还行！,中
3366,此次厦门之旅我们是坐动车出行的，刚到厦门北站就有领队过来接站了。住的酒店是市内快捷酒店，酒店条件不是很好，在工作人员的帮助下换了房间，服务态度还可以。第一天的行程很不错，去的土楼，全程导游的讲解和服务都是不错得，第二天去了鼓浪屿，行程安排有一点紧，大概在岛上就玩了三个小时就回来了。第四天去了厦门大学参观游览，中午还在厦大食堂用餐，下午是自由行，和老公去了周边的一个古玩城逛了一下，行程一般，下次准备去东南亚，希望走整团。,中
